trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
578,False,"{'a': 0.007, 'e': 0.8266000000000191}",20,10,-93.60139870511858,"{0: 5, 1: 2, 2: 1, 3: 0, 4: 2}",1
579,False,"{'a': 0.007, 'e': 0.8263000000000191}",30,5,-112.2143949781637,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 2}",1
580,False,"{'a': 0.007, 'e': 0.8260000000000192}",20,0,-82.62911802920644,"{0: 11, 1: 5, 2: 3, 3: 0, 4: 1}",0
581,False,"{'a': 0.007, 'e': 0.8257000000000192}",20,0,-34.09635038264947,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
582,False,"{'a': 0.007, 'e': 0.8254000000000192}",30,21,3.6704317526452708,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
583,False,"{'a': 0.007, 'e': 0.8251000000000193}",25,8,-0.9717148764485368,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
584,False,"{'a': 0.007, 'e': 0.8248000000000193}",20,0,0.9413310005007971,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
585,False,"{'a': 0.007, 'e': 0.8245000000000193}",25,0,-14.645169959118604,"{0: 19, 1: 4, 2: 2, 3: 0, 4: 0}",0
586,False,"{'a': 0.007, 'e': 0.8242000000000194}",20,0,-21.015853345336037,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
587,False,"{'a': 0.007, 'e': 0.8239000000000194}",20,0,-65.74694942990853,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
588,False,"{'a': 0.007, 'e': 0.8236000000000194}",35,0,-199.9985981601828,"{0: 21, 1: 4, 2: 6, 3: 1, 4: 3}",0
589,False,"{'a': 0.007, 'e': 0.8233000000000195}",20,10,-8.525342853766507,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
590,False,"{'a': 0.007, 'e': 0.8230000000000195}",25,15,-7.074107054048042,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
591,False,"{'a': 0.007, 'e': 0.8227000000000195}",20,0,-88.4378668152535,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
592,False,"{'a': 0.007, 'e': 0.8224000000000196}",20,0,-79.21393535034964,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
593,False,"{'a': 0.007, 'e': 0.8221000000000196}",25,0,-207.44595378100456,"{0: 11, 1: 1, 2: 9, 3: 2, 4: 2}",0
594,False,"{'a': 0.007, 'e': 0.8218000000000196}",25,0,-192.6326105913069,"{0: 12, 1: 1, 2: 8, 3: 2, 4: 2}",0
595,False,"{'a': 0.007, 'e': 0.8215000000000197}",20,0,-39.50688293266161,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
596,False,"{'a': 0.007, 'e': 0.8212000000000197}",20,0,-137.24289819398496,"{0: 9, 1: 4, 2: 5, 3: 0, 4: 2}",0
597,False,"{'a': 0.007, 'e': 0.8209000000000197}",20,0,-96.1263192256365,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
598,False,"{'a': 0.007, 'e': 0.8206000000000198}",30,0,-159.7303069039366,"{0: 19, 1: 0, 2: 7, 3: 2, 4: 2}",0
599,False,"{'a': 0.007, 'e': 0.8203000000000198}",25,0,-136.79330902865487,"{0: 16, 1: 2, 2: 2, 3: 4, 4: 1}",0
600,False,"{'a': 0.007, 'e': 0.8200000000000198}",20,3,-135.97656075919733,"{0: 9, 1: 0, 2: 5, 3: 1, 4: 2}",1
601,False,"{'a': 0.007, 'e': 0.8197000000000199}",25,3,-46.9647365636273,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 0}",1
602,False,"{'a': 0.007, 'e': 0.8194000000000199}",25,5,-211.63301201432304,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 5}",1
603,False,"{'a': 0.007, 'e': 0.8191000000000199}",25,0,-110.56483860718171,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 1}",0
604,False,"{'a': 0.007, 'e': 0.81880000000002}",20,0,-63.975294024522434,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
605,False,"{'a': 0.007, 'e': 0.81850000000002}",20,0,-5.666177177131305,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
606,False,"{'a': 0.007, 'e': 0.81820000000002}",20,0,-29.73211288245531,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
607,False,"{'a': 0.007, 'e': 0.81790000000002}",20,13,-12.257354688991214,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
608,False,"{'a': 0.007, 'e': 0.8176000000000201}",20,0,-157.82148083995253,"{0: 10, 1: 2, 2: 4, 3: 2, 4: 2}",0
609,False,"{'a': 0.007, 'e': 0.8173000000000201}",25,0,-121.97279275717301,"{0: 16, 1: 4, 2: 2, 3: 1, 4: 2}",0
610,False,"{'a': 0.007, 'e': 0.8170000000000202}",20,5,-60.61404219912756,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 1}",1
611,False,"{'a': 0.007, 'e': 0.8167000000000202}",35,0,-116.23152230449341,"{0: 23, 1: 6, 2: 3, 3: 2, 4: 1}",0
612,False,"{'a': 0.007, 'e': 0.8164000000000202}",20,0,-120.72329932826014,"{0: 14, 1: 1, 2: 1, 3: 2, 4: 2}",0
613,False,"{'a': 0.007, 'e': 0.8161000000000203}",30,0,-224.86588222401406,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 5}",0
614,False,"{'a': 0.007, 'e': 0.8158000000000203}",20,0,-106.32795320834667,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
615,False,"{'a': 0.007, 'e': 0.8155000000000203}",25,0,-33.347246706161734,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
616,False,"{'a': 0.007, 'e': 0.8152000000000204}",35,0,-103.1441289560517,"{0: 27, 1: 2, 2: 3, 3: 1, 4: 2}",0
617,False,"{'a': 0.007, 'e': 0.8149000000000204}",30,0,-145.66177323865531,"{0: 21, 1: 3, 2: 3, 3: 0, 4: 3}",0
618,False,"{'a': 0.007, 'e': 0.8146000000000204}",20,0,-65.27754100778316,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
619,False,"{'a': 0.007, 'e': 0.8143000000000205}",25,0,-129.17741903298642,"{0: 14, 1: 5, 2: 4, 3: 0, 4: 2}",0
620,False,"{'a': 0.007, 'e': 0.8140000000000205}",25,0,-84.14839734930133,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
621,False,"{'a': 0.007, 'e': 0.8137000000000205}",30,0,-98.62336469871009,"{0: 21, 1: 3, 2: 3, 3: 2, 4: 1}",0
622,False,"{'a': 0.007, 'e': 0.8134000000000206}",25,9,-53.818556102153615,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 1}",1
623,False,"{'a': 0.007, 'e': 0.8131000000000206}",30,0,-161.8429540584879,"{0: 18, 1: 1, 2: 8, 3: 1, 4: 2}",0
624,False,"{'a': 0.007, 'e': 0.8128000000000206}",20,3,-57.265418102424164,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 1}",1
625,False,"{'a': 0.007, 'e': 0.8125000000000207}",20,10,-39.92205512977118,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 1}",1
626,False,"{'a': 0.007, 'e': 0.8122000000000207}",20,8,21.870523853770173,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.007, 'e': 0.8119000000000207}",30,4,-28.809662627495115,"{0: 19, 1: 3, 2: 4, 3: 0, 4: 0}",1
628,False,"{'a': 0.007, 'e': 0.8116000000000207}",20,0,-61.077598466375576,"{0: 13, 1: 5, 2: 1, 3: 0, 4: 1}",0
629,False,"{'a': 0.007, 'e': 0.8113000000000208}",30,0,-121.2704902188774,"{0: 20, 1: 3, 2: 5, 3: 0, 4: 2}",0
630,False,"{'a': 0.007, 'e': 0.8110000000000208}",20,0,-112.45636153803964,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
631,False,"{'a': 0.007, 'e': 0.8107000000000208}",25,16,-10.76506446615275,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
632,False,"{'a': 0.007, 'e': 0.8104000000000209}",20,7,-89.50850116717129,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 2}",1
633,False,"{'a': 0.007, 'e': 0.8101000000000209}",35,0,-223.09923746342875,"{0: 18, 1: 4, 2: 9, 3: 1, 4: 3}",0
634,False,"{'a': 0.007, 'e': 0.809800000000021}",20,0,-24.44857918375932,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
635,False,"{'a': 0.007, 'e': 0.809500000000021}",20,4,-41.47304289071021,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 0}",1
636,False,"{'a': 0.007, 'e': 0.809200000000021}",25,0,-152.84802483740742,"{0: 15, 1: 1, 2: 5, 3: 2, 4: 2}",0
637,False,"{'a': 0.007, 'e': 0.808900000000021}",30,4,-59.667101855931705,"{0: 18, 1: 5, 2: 2, 3: 0, 4: 1}",1
638,False,"{'a': 0.007, 'e': 0.8086000000000211}",35,0,-212.22752932789564,"{0: 21, 1: 3, 2: 6, 3: 2, 4: 3}",0
639,False,"{'a': 0.007, 'e': 0.8083000000000211}",20,0,-72.6263092058617,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
640,False,"{'a': 0.007, 'e': 0.8080000000000211}",20,0,-94.4852895452782,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
641,False,"{'a': 0.007, 'e': 0.8077000000000212}",35,5,-125.46901499039822,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 2}",1
642,False,"{'a': 0.007, 'e': 0.8074000000000212}",25,0,-46.81045968569074,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
643,False,"{'a': 0.007, 'e': 0.8071000000000212}",25,0,-62.53169614312714,"{0: 16, 1: 3, 2: 5, 3: 1, 4: 0}",0
644,False,"{'a': 0.007, 'e': 0.8068000000000213}",25,0,-56.74257669728949,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
645,False,"{'a': 0.007, 'e': 0.8065000000000213}",20,0,-94.29852699939194,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
646,False,"{'a': 0.007, 'e': 0.8062000000000213}",25,0,-83.46264614783922,"{0: 18, 1: 0, 2: 5, 3: 1, 4: 1}",0
647,False,"{'a': 0.007, 'e': 0.8059000000000214}",20,0,-11.062015584299408,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
648,False,"{'a': 0.007, 'e': 0.8056000000000214}",25,0,-45.257311274754606,"{0: 18, 1: 0, 2: 7, 3: 0, 4: 0}",0
649,False,"{'a': 0.007, 'e': 0.8053000000000214}",30,12,-37.6110873949572,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 0}",1
650,False,"{'a': 0.007, 'e': 0.8050000000000215}",30,0,-156.8937046397561,"{0: 21, 1: 1, 2: 4, 3: 1, 4: 3}",0
651,False,"{'a': 0.007, 'e': 0.8047000000000215}",25,0,-60.86018901447429,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
652,False,"{'a': 0.007, 'e': 0.8044000000000215}",20,0,-26.477933703529633,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
653,False,"{'a': 0.007, 'e': 0.8041000000000216}",20,0,-37.55826734917999,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
654,False,"{'a': 0.007, 'e': 0.8038000000000216}",25,0,-102.23006056788415,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
655,False,"{'a': 0.007, 'e': 0.8035000000000216}",20,4,-12.977550463048262,"{0: 13, 1: 2, 2: 0, 3: 1, 4: 0}",1
656,False,"{'a': 0.007, 'e': 0.8032000000000217}",25,0,-96.67122535733353,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
657,False,"{'a': 0.007, 'e': 0.8029000000000217}",25,0,-42.79683155107979,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
658,False,"{'a': 0.007, 'e': 0.8026000000000217}",25,11,-19.374545517529782,"{0: 9, 1: 3, 2: 2, 3: 0, 4: 0}",1
659,False,"{'a': 0.007, 'e': 0.8023000000000218}",30,0,-118.47632465942927,"{0: 20, 1: 1, 2: 6, 3: 2, 4: 1}",0
660,False,"{'a': 0.007, 'e': 0.8020000000000218}",25,3,-89.77727503007625,"{0: 14, 1: 2, 2: 4, 3: 1, 4: 1}",1
661,False,"{'a': 0.007, 'e': 0.8017000000000218}",30,0,-138.75247780586994,"{0: 18, 1: 2, 2: 6, 3: 3, 4: 1}",0
662,False,"{'a': 0.007, 'e': 0.8014000000000219}",20,0,-144.36568329275295,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 2}",0
663,False,"{'a': 0.007, 'e': 0.8011000000000219}",25,0,-118.05874315400808,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
664,False,"{'a': 0.007, 'e': 0.8008000000000219}",25,0,-102.24519637346965,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
665,False,"{'a': 0.007, 'e': 0.800500000000022}",20,5,-34.33177411902277,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 1}",1
666,False,"{'a': 0.007, 'e': 0.800200000000022}",20,8,-8.287220435738476,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
667,False,"{'a': 0.007, 'e': 0.799900000000022}",20,0,-99.52509050039708,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
668,False,"{'a': 0.007, 'e': 0.7996000000000221}",35,0,-121.39841782248071,"{0: 22, 1: 5, 2: 6, 3: 1, 4: 1}",0
669,False,"{'a': 0.007, 'e': 0.7993000000000221}",20,0,-69.41627295972886,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
670,False,"{'a': 0.007, 'e': 0.7990000000000221}",20,14,-2.3144268732142326,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.007, 'e': 0.7987000000000222}",20,0,-66.10868877344122,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
672,False,"{'a': 0.007, 'e': 0.7984000000000222}",35,0,-179.4318066795455,"{0: 25, 1: 3, 2: 3, 3: 0, 4: 4}",0
673,False,"{'a': 0.007, 'e': 0.7981000000000222}",25,0,-110.89850241138788,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
674,False,"{'a': 0.007, 'e': 0.7978000000000223}",25,0,-198.34528704844575,"{0: 11, 1: 2, 2: 8, 3: 2, 4: 2}",0
675,False,"{'a': 0.007, 'e': 0.7975000000000223}",30,0,-48.00439794401578,"{0: 23, 1: 5, 2: 1, 3: 0, 4: 1}",0
676,False,"{'a': 0.007, 'e': 0.7972000000000223}",20,0,-42.61298602843847,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
677,False,"{'a': 0.007, 'e': 0.7969000000000224}",25,0,-185.9384315128295,"{0: 12, 1: 6, 2: 3, 3: 1, 4: 3}",0
678,False,"{'a': 0.007, 'e': 0.7966000000000224}",30,15,15.368285689986825,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.007, 'e': 0.7963000000000224}",30,11,-117.36907904844661,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 2}",1
680,False,"{'a': 0.007, 'e': 0.7960000000000225}",20,0,-88.24787359458917,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
681,False,"{'a': 0.007, 'e': 0.7957000000000225}",20,0,-45.45840118527581,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
682,False,"{'a': 0.007, 'e': 0.7954000000000225}",25,13,-83.51246794547981,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 2}",1
683,False,"{'a': 0.007, 'e': 0.7951000000000226}",20,0,-81.19742789268157,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
684,False,"{'a': 0.007, 'e': 0.7948000000000226}",20,14,-7.590559914787276,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
685,False,"{'a': 0.007, 'e': 0.7945000000000226}",20,0,-140.4087433907927,"{0: 12, 1: 1, 2: 3, 3: 2, 4: 2}",0
686,False,"{'a': 0.007, 'e': 0.7942000000000227}",25,0,-215.3356765999255,"{0: 16, 1: 1, 2: 1, 3: 3, 4: 4}",1
687,False,"{'a': 0.007, 'e': 0.7939000000000227}",20,0,-53.94549113056906,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
688,False,"{'a': 0.007, 'e': 0.7936000000000227}",20,0,-106.2391459597951,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
689,False,"{'a': 0.007, 'e': 0.7933000000000228}",25,0,-136.81018700792742,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 2}",0
690,False,"{'a': 0.007, 'e': 0.7930000000000228}",20,13,-9.069266823489105,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
691,False,"{'a': 0.007, 'e': 0.7927000000000228}",25,8,-78.86690272703446,"{0: 11, 1: 1, 2: 3, 3: 1, 4: 1}",1
692,False,"{'a': 0.007, 'e': 0.7924000000000229}",20,0,-92.02325981865722,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
693,False,"{'a': 0.007, 'e': 0.7921000000000229}",25,0,-215.5922220362405,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 5}",0
694,False,"{'a': 0.007, 'e': 0.7918000000000229}",35,0,-259.4410169204887,"{0: 20, 1: 3, 2: 7, 3: 0, 4: 5}",0
695,False,"{'a': 0.007, 'e': 0.791500000000023}",25,0,-122.94585178556268,"{0: 16, 1: 1, 2: 4, 3: 3, 4: 1}",0
696,False,"{'a': 0.007, 'e': 0.791200000000023}",30,0,-60.61968059105386,"{0: 18, 1: 8, 2: 4, 3: 0, 4: 0}",0
697,False,"{'a': 0.007, 'e': 0.790900000000023}",30,16,-21.425332956976753,"{0: 9, 1: 2, 2: 3, 3: 0, 4: 0}",1
698,False,"{'a': 0.007, 'e': 0.7906000000000231}",20,0,-133.07078598693266,"{0: 12, 1: 0, 2: 3, 3: 4, 4: 1}",0
699,False,"{'a': 0.007, 'e': 0.7903000000000231}",25,0,-63.78234891332439,"{0: 15, 1: 3, 2: 7, 3: 0, 4: 0}",0
700,False,"{'a': 0.007, 'e': 0.7900000000000231}",20,9,-11.38187575426653,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
701,False,"{'a': 0.007, 'e': 0.7897000000000232}",20,9,-2.022498702998501,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
702,False,"{'a': 0.007, 'e': 0.7894000000000232}",30,0,-202.01235107544852,"{0: 13, 1: 5, 2: 9, 3: 1, 4: 2}",0
703,False,"{'a': 0.007, 'e': 0.7891000000000232}",25,3,-62.20269065256547,"{0: 15, 1: 2, 2: 3, 3: 2, 4: 0}",1
704,False,"{'a': 0.007, 'e': 0.7888000000000233}",20,14,-0.7802102232993813,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
705,False,"{'a': 0.007, 'e': 0.7885000000000233}",20,0,-75.96035080911946,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
706,False,"{'a': 0.007, 'e': 0.7882000000000233}",25,0,-78.48651509561539,"{0: 16, 1: 4, 2: 4, 3: 0, 4: 1}",0
707,False,"{'a': 0.007, 'e': 0.7879000000000234}",25,0,-18.479852701736807,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
708,False,"{'a': 0.007, 'e': 0.7876000000000234}",20,0,-72.29303707122007,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
709,False,"{'a': 0.007, 'e': 0.7873000000000234}",35,13,-103.81056897170237,"{0: 14, 1: 1, 2: 4, 3: 2, 4: 1}",1
710,False,"{'a': 0.007, 'e': 0.7870000000000235}",20,0,-51.180759159002676,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
711,False,"{'a': 0.007, 'e': 0.7867000000000235}",20,0,-94.36208134151235,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
712,False,"{'a': 0.007, 'e': 0.7864000000000235}",30,8,-148.1132043246759,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 2}",1
713,False,"{'a': 0.007, 'e': 0.7861000000000236}",20,3,-100.18680335390447,"{0: 9, 1: 1, 2: 5, 3: 1, 4: 1}",1
714,False,"{'a': 0.007, 'e': 0.7858000000000236}",25,0,-64.9373817040736,"{0: 17, 1: 3, 2: 3, 3: 2, 4: 0}",0
715,False,"{'a': 0.007, 'e': 0.7855000000000236}",20,0,-74.34305763504642,"{0: 11, 1: 6, 2: 2, 3: 0, 4: 1}",0
716,False,"{'a': 0.007, 'e': 0.7852000000000237}",20,2,-52.27451448632362,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 1}",1
717,False,"{'a': 0.007, 'e': 0.7849000000000237}",25,12,-38.82851653353812,"{0: 8, 1: 2, 2: 2, 3: 1, 4: 0}",1
718,False,"{'a': 0.007, 'e': 0.7846000000000237}",25,0,-60.93680785577086,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
719,False,"{'a': 0.007, 'e': 0.7843000000000238}",20,0,-58.52923253374176,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
720,False,"{'a': 0.007, 'e': 0.7840000000000238}",20,0,3.54800172580543,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
721,False,"{'a': 0.007, 'e': 0.7837000000000238}",25,0,-147.16130861916824,"{0: 15, 1: 0, 2: 7, 3: 1, 4: 2}",0
722,False,"{'a': 0.007, 'e': 0.7834000000000239}",25,0,-41.76494413289541,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
723,False,"{'a': 0.007, 'e': 0.7831000000000239}",25,16,-15.101075493036202,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
724,False,"{'a': 0.007, 'e': 0.7828000000000239}",20,0,-18.778152588345243,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
725,False,"{'a': 0.007, 'e': 0.782500000000024}",25,0,-99.04540116632705,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
726,False,"{'a': 0.007, 'e': 0.782200000000024}",20,0,-73.08959611722273,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
727,False,"{'a': 0.007, 'e': 0.781900000000024}",20,14,-11.417223719018628,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
728,False,"{'a': 0.007, 'e': 0.781600000000024}",30,0,-81.43203845898766,"{0: 20, 1: 4, 2: 5, 3: 0, 4: 1}",0
729,False,"{'a': 0.007, 'e': 0.7813000000000241}",20,0,-55.28443279058122,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
730,False,"{'a': 0.007, 'e': 0.7810000000000241}",30,10,-78.98692794840977,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",1
731,False,"{'a': 0.007, 'e': 0.7807000000000242}",20,0,-200.97599313060928,"{0: 11, 1: 2, 2: 2, 3: 1, 4: 4}",0
732,False,"{'a': 0.007, 'e': 0.7804000000000242}",25,0,-91.48998249062298,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
733,False,"{'a': 0.007, 'e': 0.7801000000000242}",30,5,-110.45612560315072,"{0: 19, 1: 0, 2: 2, 3: 2, 4: 2}",1
734,False,"{'a': 0.007, 'e': 0.7798000000000243}",25,10,-43.21179502852827,"{0: 11, 1: 0, 2: 2, 3: 2, 4: 0}",1
735,False,"{'a': 0.007, 'e': 0.7795000000000243}",20,8,-26.712273721295723,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
736,False,"{'a': 0.007, 'e': 0.7792000000000243}",20,0,-86.85553200245832,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
737,False,"{'a': 0.007, 'e': 0.7789000000000244}",20,0,-165.94121313087075,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
738,False,"{'a': 0.007, 'e': 0.7786000000000244}",25,0,-126.9313189355658,"{0: 13, 1: 6, 2: 3, 3: 2, 4: 1}",0
739,False,"{'a': 0.007, 'e': 0.7783000000000244}",20,9,-38.93841940794367,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
740,False,"{'a': 0.007, 'e': 0.7780000000000244}",20,7,-69.2745315312441,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 1}",1
741,False,"{'a': 0.007, 'e': 0.7777000000000245}",25,0,-26.97443394324379,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
742,False,"{'a': 0.007, 'e': 0.7774000000000245}",20,0,-44.43894746829908,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
743,False,"{'a': 0.007, 'e': 0.7771000000000245}",30,0,-186.47398207829212,"{0: 17, 1: 4, 2: 5, 3: 1, 4: 3}",0
744,False,"{'a': 0.007, 'e': 0.7768000000000246}",25,0,-165.65970015869036,"{0: 13, 1: 3, 2: 5, 3: 2, 4: 2}",0
745,False,"{'a': 0.007, 'e': 0.7765000000000246}",25,6,-85.34599521369931,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 1}",1
746,False,"{'a': 0.007, 'e': 0.7762000000000246}",30,0,-77.23991521892451,"{0: 20, 1: 5, 2: 3, 3: 2, 4: 0}",0
747,False,"{'a': 0.007, 'e': 0.7759000000000247}",25,0,-115.07463861157397,"{0: 18, 1: 1, 2: 3, 3: 1, 4: 2}",0
748,False,"{'a': 0.007, 'e': 0.7756000000000247}",20,0,-83.01636757137689,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
749,False,"{'a': 0.007, 'e': 0.7753000000000247}",20,0,-24.51827886336055,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
750,False,"{'a': 0.007, 'e': 0.7750000000000248}",20,0,-125.68349183619323,"{0: 10, 1: 0, 2: 8, 3: 1, 4: 1}",0
751,False,"{'a': 0.007, 'e': 0.7747000000000248}",25,0,-179.6723291951864,"{0: 14, 1: 3, 2: 4, 3: 1, 4: 3}",0
752,False,"{'a': 0.007, 'e': 0.7744000000000248}",20,0,-46.844920847318186,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
753,False,"{'a': 0.007, 'e': 0.7741000000000249}",30,0,-47.45047361478507,"{0: 26, 1: 0, 2: 2, 3: 1, 4: 1}",0
754,False,"{'a': 0.007, 'e': 0.7738000000000249}",25,0,-140.98808287838278,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
755,False,"{'a': 0.007, 'e': 0.773500000000025}",25,9,9.437073481207511,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
756,False,"{'a': 0.007, 'e': 0.773200000000025}",30,14,-77.52399034752362,"{0: 11, 1: 3, 2: 0, 3: 0, 4: 2}",1
757,False,"{'a': 0.007, 'e': 0.772900000000025}",25,7,-42.63683444198228,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 1}",1
758,False,"{'a': 0.007, 'e': 0.772600000000025}",20,0,-141.27410164059046,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
759,False,"{'a': 0.007, 'e': 0.7723000000000251}",25,0,-84.05890460673437,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
760,False,"{'a': 0.007, 'e': 0.7720000000000251}",35,0,-133.9264269262141,"{0: 21, 1: 9, 2: 2, 3: 1, 4: 2}",0
761,False,"{'a': 0.007, 'e': 0.7717000000000251}",20,0,-47.372596906131776,"{0: 11, 1: 6, 2: 3, 3: 0, 4: 0}",0
