trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1953,False,"{'a': 0.007, 'e': 0.4141000000000486}",35,17,8.30599696583791,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
1954,False,"{'a': 0.007, 'e': 0.4138000000000486}",25,10,18.415452097890103,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1955,False,"{'a': 0.007, 'e': 0.41350000000004855}",25,15,-22.649541193460788,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1956,False,"{'a': 0.007, 'e': 0.41320000000004853}",20,0,-92.87975440317919,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
1957,False,"{'a': 0.007, 'e': 0.4129000000000485}",20,4,-29.371369744246465,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
1958,False,"{'a': 0.007, 'e': 0.4126000000000485}",20,0,14.105152154676437,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
1959,False,"{'a': 0.007, 'e': 0.41230000000004846}",25,15,11.471105311882237,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1960,False,"{'a': 0.007, 'e': 0.41200000000004844}",35,0,-99.55044065869261,"{0: 28, 1: 0, 2: 4, 3: 1, 4: 2}",0
1961,False,"{'a': 0.007, 'e': 0.4117000000000484}",30,10,-0.62079806306236,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
1962,False,"{'a': 0.007, 'e': 0.4114000000000484}",20,13,15.669464647388917,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1963,False,"{'a': 0.007, 'e': 0.41110000000004837}",20,7,2.9022201379697465,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1964,False,"{'a': 0.007, 'e': 0.41080000000004835}",20,3,2.9018417435162878,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
1965,False,"{'a': 0.007, 'e': 0.4105000000000483}",30,8,31.23295462181668,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
1966,False,"{'a': 0.007, 'e': 0.4102000000000483}",20,0,-56.7019502379262,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
1967,False,"{'a': 0.007, 'e': 0.4099000000000483}",20,7,8.38816852928047,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1968,False,"{'a': 0.007, 'e': 0.40960000000004826}",25,0,-87.83360947115175,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
1969,False,"{'a': 0.007, 'e': 0.40930000000004824}",30,13,-5.0503199114059525,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
1970,False,"{'a': 0.007, 'e': 0.4090000000000482}",20,2,21.321988804271186,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1971,False,"{'a': 0.007, 'e': 0.4087000000000482}",20,13,5.614048788285875,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1972,False,"{'a': 0.007, 'e': 0.40840000000004817}",30,22,13.200821387396806,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1973,False,"{'a': 0.007, 'e': 0.40810000000004815}",20,5,-6.828696792155,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
1974,False,"{'a': 0.007, 'e': 0.4078000000000481}",25,10,-37.22677739881649,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
1975,False,"{'a': 0.007, 'e': 0.4075000000000481}",25,14,-17.13969002129346,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
1976,False,"{'a': 0.007, 'e': 0.4072000000000481}",20,16,7.657770915082742,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1977,False,"{'a': 0.007, 'e': 0.40690000000004806}",20,0,-8.422611412152822,"{0: 16, 1: 3, 2: 0, 3: 1, 4: 0}",0
1978,False,"{'a': 0.007, 'e': 0.40660000000004803}",30,22,6.088385468292757,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1979,False,"{'a': 0.007, 'e': 0.406300000000048}",30,22,14.780413872014478,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1980,False,"{'a': 0.007, 'e': 0.406000000000048}",20,3,12.123012886490866,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1981,False,"{'a': 0.007, 'e': 0.40570000000004797}",30,13,-16.97891462387105,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
1982,False,"{'a': 0.007, 'e': 0.40540000000004794}",25,7,-4.539927731570003,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
1983,False,"{'a': 0.007, 'e': 0.4051000000000479}",30,13,18.063977794071118,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1984,False,"{'a': 0.007, 'e': 0.4048000000000479}",20,0,-14.37688238225654,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
1985,False,"{'a': 0.007, 'e': 0.4045000000000479}",30,9,-20.160742383658814,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
1986,False,"{'a': 0.007, 'e': 0.40420000000004785}",35,20,-9.370778287240181,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
1987,False,"{'a': 0.007, 'e': 0.40390000000004783}",35,18,-31.244625635904224,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
1988,False,"{'a': 0.007, 'e': 0.4036000000000478}",20,16,6.310137421516441,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1989,False,"{'a': 0.007, 'e': 0.4033000000000478}",20,12,13.748508864139069,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1990,False,"{'a': 0.007, 'e': 0.40300000000004776}",20,2,4.085781934365992,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1991,False,"{'a': 0.007, 'e': 0.40270000000004774}",20,3,-68.88078422424216,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 1}",1
1992,False,"{'a': 0.007, 'e': 0.4024000000000477}",20,6,-39.396151537903975,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
1993,False,"{'a': 0.007, 'e': 0.4021000000000477}",35,0,-43.29711088985835,"{0: 29, 1: 2, 2: 3, 3: 0, 4: 1}",0
1994,False,"{'a': 0.007, 'e': 0.4018000000000477}",20,10,-22.803174896168052,"{0: 6, 1: 1, 2: 3, 3: 0, 4: 0}",1
1995,False,"{'a': 0.007, 'e': 0.40150000000004765}",25,15,14.296216303656575,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1996,False,"{'a': 0.007, 'e': 0.40120000000004763}",30,19,4.005815468570962,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1997,False,"{'a': 0.007, 'e': 0.4009000000000476}",20,0,-49.63050744488704,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
1998,False,"{'a': 0.007, 'e': 0.4006000000000476}",30,5,-47.877418919289454,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",1
1999,False,"{'a': 0.007, 'e': 0.40030000000004756}",25,1,-3.203736638903001,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
2000,False,"{'a': 0.007, 'e': 0.40000000000004754}",20,9,-21.246929305302093,"{0: 8, 1: 1, 2: 1, 3: 1, 4: 0}",1
2001,False,"{'a': 0.007, 'e': 0.3997000000000475}",20,10,-4.95069200745193,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
2002,False,"{'a': 0.007, 'e': 0.3994000000000475}",25,0,-40.58527121382696,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
2003,False,"{'a': 0.007, 'e': 0.3991000000000475}",20,7,0.04116141494825287,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
2004,False,"{'a': 0.007, 'e': 0.39880000000004745}",20,12,-4.28634961146232,"{0: 5, 1: 3, 2: 0, 3: 0, 4: 0}",1
2005,False,"{'a': 0.007, 'e': 0.3985000000000474}",35,6,-37.576262500934504,"{0: 24, 1: 2, 2: 1, 3: 1, 4: 1}",1
2006,False,"{'a': 0.007, 'e': 0.3982000000000474}",25,3,-19.921794380142476,"{0: 19, 1: 0, 2: 1, 3: 2, 4: 0}",1
2007,False,"{'a': 0.007, 'e': 0.3979000000000474}",25,0,-73.45598278507862,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",0
2008,False,"{'a': 0.007, 'e': 0.39760000000004736}",20,10,-24.93023958998288,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
2009,False,"{'a': 0.007, 'e': 0.39730000000004734}",30,17,9.3778058906414,"{0: 10, 1: 3, 2: 0, 3: 0, 4: 0}",1
2010,False,"{'a': 0.007, 'e': 0.3970000000000473}",20,0,-47.86387499085202,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
2011,False,"{'a': 0.007, 'e': 0.3967000000000473}",20,9,13.730115957848966,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2012,False,"{'a': 0.007, 'e': 0.39640000000004727}",35,9,-31.568832109896704,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 1}",1
2013,False,"{'a': 0.007, 'e': 0.39610000000004725}",20,1,30.29818094288706,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2014,False,"{'a': 0.007, 'e': 0.3958000000000472}",20,5,14.5578314521157,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
2015,False,"{'a': 0.007, 'e': 0.3955000000000472}",25,11,-12.060465591216792,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
2016,False,"{'a': 0.007, 'e': 0.3952000000000472}",20,3,-12.453883751239632,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
2017,False,"{'a': 0.007, 'e': 0.39490000000004716}",30,4,6.18918226011071,"{0: 22, 1: 2, 2: 2, 3: 0, 4: 0}",1
2018,False,"{'a': 0.007, 'e': 0.39460000000004714}",30,22,14.65157655110214,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2019,False,"{'a': 0.007, 'e': 0.3943000000000471}",20,7,4.673435558779231,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
2020,False,"{'a': 0.007, 'e': 0.3940000000000471}",20,6,-4.925880309802581,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
2021,False,"{'a': 0.007, 'e': 0.39370000000004707}",25,7,-34.5795123409401,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 0}",1
2022,False,"{'a': 0.007, 'e': 0.39340000000004705}",30,13,-59.57704034038289,"{0: 13, 1: 0, 2: 2, 3: 1, 4: 1}",1
2023,False,"{'a': 0.007, 'e': 0.393100000000047}",20,0,-10.411863901254478,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
2024,False,"{'a': 0.007, 'e': 0.392800000000047}",25,15,1.5018295454267432,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2025,False,"{'a': 0.007, 'e': 0.392500000000047}",30,3,-35.420733554161096,"{0: 21, 1: 4, 2: 1, 3: 0, 4: 1}",1
2026,False,"{'a': 0.007, 'e': 0.39220000000004696}",25,2,6.5562132217321105,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 0}",1
2027,False,"{'a': 0.007, 'e': 0.39190000000004693}",25,6,-11.185824523064728,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 0}",1
2028,False,"{'a': 0.007, 'e': 0.3916000000000469}",20,0,-96.13119883707958,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
2029,False,"{'a': 0.007, 'e': 0.3913000000000469}",30,0,-0.33847938959907387,"{0: 24, 1: 4, 2: 2, 3: 0, 4: 0}",0
2030,False,"{'a': 0.007, 'e': 0.39100000000004687}",25,13,-88.37320112954161,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 2}",1
2031,False,"{'a': 0.007, 'e': 0.39070000000004684}",20,12,7.181666560605937,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
2032,False,"{'a': 0.007, 'e': 0.3904000000000468}",35,23,12.435542697602223,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2033,False,"{'a': 0.007, 'e': 0.3901000000000468}",20,12,15.201557169569337,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2034,False,"{'a': 0.007, 'e': 0.3898000000000468}",30,10,-6.949070347120198,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",1
2035,False,"{'a': 0.007, 'e': 0.38950000000004675}",30,10,13.594079703046171,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
2036,False,"{'a': 0.007, 'e': 0.38920000000004673}",30,0,16.52943614752673,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
2037,False,"{'a': 0.007, 'e': 0.3889000000000467}",20,12,-17.17686153519692,"{0: 4, 1: 3, 2: 1, 3: 0, 4: 0}",1
2038,False,"{'a': 0.007, 'e': 0.3886000000000467}",25,0,7.819374659737802,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
2039,False,"{'a': 0.007, 'e': 0.38830000000004666}",30,18,-1.1470041230756705,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
2040,False,"{'a': 0.007, 'e': 0.38800000000004664}",25,0,-2.776075381495847,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
2041,False,"{'a': 0.007, 'e': 0.3877000000000466}",25,4,-1.6707942486184488,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 0}",1
2042,False,"{'a': 0.007, 'e': 0.3874000000000466}",20,0,-131.65106247924896,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 3}",0
2043,False,"{'a': 0.007, 'e': 0.3871000000000466}",20,0,-54.802190273552085,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
2044,False,"{'a': 0.007, 'e': 0.38680000000004655}",30,18,7.55286249050035,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2045,False,"{'a': 0.007, 'e': 0.38650000000004653}",25,18,8.025916351069373,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
2046,False,"{'a': 0.007, 'e': 0.3862000000000465}",35,20,-30.357354760098602,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 1}",1
2047,False,"{'a': 0.007, 'e': 0.3859000000000465}",25,4,-13.464889477586569,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 1}",1
2048,False,"{'a': 0.007, 'e': 0.38560000000004646}",25,3,-115.72119428113825,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 3}",1
2049,False,"{'a': 0.007, 'e': 0.38530000000004644}",25,0,20.6721687049711,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
2050,False,"{'a': 0.007, 'e': 0.3850000000000464}",25,14,-4.758748377761898,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
2051,False,"{'a': 0.007, 'e': 0.3847000000000464}",30,0,11.628315839749932,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
2052,False,"{'a': 0.007, 'e': 0.38440000000004637}",20,6,-42.40993942473939,"{0: 8, 1: 1, 2: 5, 3: 0, 4: 0}",1
2053,False,"{'a': 0.007, 'e': 0.38410000000004635}",30,12,-19.595144523288734,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
2054,False,"{'a': 0.007, 'e': 0.3838000000000463}",30,15,15.808291569996424,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
2055,False,"{'a': 0.007, 'e': 0.3835000000000463}",30,10,-3.0190546613602356,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",1
2056,False,"{'a': 0.007, 'e': 0.3832000000000463}",35,11,-7.203038192239252,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 0}",1
2057,False,"{'a': 0.007, 'e': 0.38290000000004626}",20,0,-40.77137876408548,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
2058,False,"{'a': 0.007, 'e': 0.38260000000004624}",20,8,-22.502784814136355,"{0: 10, 1: 0, 2: 0, 3: 2, 4: 0}",1
2059,False,"{'a': 0.007, 'e': 0.3823000000000462}",25,0,-101.0816541858573,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
2060,False,"{'a': 0.007, 'e': 0.3820000000000462}",20,1,-21.16513362345597,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
2061,False,"{'a': 0.007, 'e': 0.38170000000004617}",20,15,0.9747724611677198,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
2062,False,"{'a': 0.007, 'e': 0.38140000000004615}",25,0,-7.202275756387821,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
2063,False,"{'a': 0.007, 'e': 0.3811000000000461}",20,10,14.946042466220378,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2064,False,"{'a': 0.007, 'e': 0.3808000000000461}",30,3,-28.27073336461129,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 1}",1
2065,False,"{'a': 0.007, 'e': 0.3805000000000461}",20,11,-79.4695325128667,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 2}",1
2066,False,"{'a': 0.007, 'e': 0.38020000000004606}",20,7,-44.60504426968522,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
2067,False,"{'a': 0.007, 'e': 0.37990000000004603}",20,10,10.950256941148123,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
2068,False,"{'a': 0.007, 'e': 0.379600000000046}",20,12,-0.005552223677342649,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2069,False,"{'a': 0.007, 'e': 0.379300000000046}",30,8,11.44595969449508,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
2070,False,"{'a': 0.007, 'e': 0.37900000000004597}",25,0,-42.12663220801619,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
2071,False,"{'a': 0.007, 'e': 0.37870000000004594}",20,0,-44.27735864330962,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
2072,False,"{'a': 0.007, 'e': 0.3784000000000459}",20,7,3.3820766876773245,"{0: 10, 1: 3, 2: 0, 3: 0, 4: 0}",1
2073,False,"{'a': 0.007, 'e': 0.3781000000000459}",20,6,9.87219796677509,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2074,False,"{'a': 0.007, 'e': 0.3778000000000459}",20,3,-97.31839016936877,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 2}",1
2075,False,"{'a': 0.007, 'e': 0.37750000000004585}",20,7,10.1369383740762,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
2076,False,"{'a': 0.007, 'e': 0.37720000000004583}",35,18,6.621252368908978,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
2077,False,"{'a': 0.007, 'e': 0.3769000000000458}",25,1,-112.3307334704879,"{0: 18, 1: 1, 2: 1, 3: 2, 4: 2}",1
2078,False,"{'a': 0.007, 'e': 0.3766000000000458}",20,0,12.026755355306726,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
2079,False,"{'a': 0.007, 'e': 0.37630000000004576}",25,14,-46.68559123343565,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
2080,False,"{'a': 0.007, 'e': 0.37600000000004574}",25,0,-22.821715862451743,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
2081,False,"{'a': 0.007, 'e': 0.3757000000000457}",30,24,11.560613633227387,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2082,False,"{'a': 0.007, 'e': 0.3754000000000457}",30,13,1.1312025483211252,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
2083,False,"{'a': 0.007, 'e': 0.3751000000000457}",20,0,14.697241800091085,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
2084,False,"{'a': 0.007, 'e': 0.37480000000004565}",20,9,1.2205407694329182,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
2085,False,"{'a': 0.007, 'e': 0.37450000000004563}",25,17,-48.85611118143938,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
2086,False,"{'a': 0.007, 'e': 0.3742000000000456}",20,11,15.158017011046047,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2087,False,"{'a': 0.007, 'e': 0.3739000000000456}",30,13,-24.69515359885849,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
2088,False,"{'a': 0.007, 'e': 0.37360000000004556}",20,15,7.341635154985205,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2089,False,"{'a': 0.007, 'e': 0.37330000000004554}",20,0,12.180506644283952,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
2090,False,"{'a': 0.007, 'e': 0.3730000000000455}",25,16,17.480394819370026,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2091,False,"{'a': 0.007, 'e': 0.3727000000000455}",20,0,-55.114354419191486,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
2092,False,"{'a': 0.007, 'e': 0.3724000000000455}",20,11,-37.56894926566341,"{0: 5, 1: 1, 2: 2, 3: 1, 4: 0}",1
2093,False,"{'a': 0.007, 'e': 0.37210000000004545}",20,9,1.973814533977185,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
2094,False,"{'a': 0.007, 'e': 0.3718000000000454}",20,13,1.6193996380511781,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
2095,False,"{'a': 0.007, 'e': 0.3715000000000454}",20,6,10.220347253739806,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2096,False,"{'a': 0.007, 'e': 0.3712000000000454}",25,8,-7.63710437793885,"{0: 14, 1: 2, 2: 0, 3: 1, 4: 0}",1
2097,False,"{'a': 0.007, 'e': 0.37090000000004536}",20,8,-7.861899017162459,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
2098,False,"{'a': 0.007, 'e': 0.37060000000004534}",20,14,-31.568100915171716,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
2099,False,"{'a': 0.007, 'e': 0.3703000000000453}",20,12,3.864623847716408,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2100,False,"{'a': 0.007, 'e': 0.3700000000000453}",20,13,11.465798908652273,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2101,False,"{'a': 0.007, 'e': 0.36970000000004527}",25,18,1.470901949120575,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
2102,False,"{'a': 0.007, 'e': 0.36940000000004525}",25,11,24.960463834609733,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2103,False,"{'a': 0.007, 'e': 0.3691000000000452}",25,3,7.980844182548934,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
2104,False,"{'a': 0.007, 'e': 0.3688000000000452}",20,16,9.263880552373198,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2105,False,"{'a': 0.007, 'e': 0.3685000000000452}",25,2,25.274563889814335,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
2106,False,"{'a': 0.007, 'e': 0.36820000000004516}",35,20,27.95349206083279,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2107,False,"{'a': 0.007, 'e': 0.36790000000004514}",25,10,11.777098167605576,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
2108,False,"{'a': 0.007, 'e': 0.3676000000000451}",20,3,-16.86349939653215,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 0}",1
2109,False,"{'a': 0.007, 'e': 0.3673000000000451}",25,7,-44.39389926003495,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 1}",1
2110,False,"{'a': 0.007, 'e': 0.36700000000004507}",25,12,13.313494501227993,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
2111,False,"{'a': 0.007, 'e': 0.36670000000004505}",25,3,12.297455405848648,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
2112,False,"{'a': 0.007, 'e': 0.366400000000045}",25,3,-35.05130932301608,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 0}",1
2113,False,"{'a': 0.007, 'e': 0.366100000000045}",20,2,6.448067938133224,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
2114,False,"{'a': 0.007, 'e': 0.365800000000045}",30,14,16.25468920694157,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
2115,False,"{'a': 0.007, 'e': 0.36550000000004496}",35,27,13.152470900911743,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2116,False,"{'a': 0.007, 'e': 0.36520000000004493}",20,14,0.5343158809083999,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
2117,False,"{'a': 0.007, 'e': 0.3649000000000449}",25,14,8.579102522727547,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
2118,False,"{'a': 0.007, 'e': 0.3646000000000449}",35,17,-11.316461712138025,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
2119,False,"{'a': 0.007, 'e': 0.36430000000004487}",20,12,3.5925487507395464,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2120,False,"{'a': 0.007, 'e': 0.36400000000004484}",30,20,-1.8170190848539791,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
2121,False,"{'a': 0.007, 'e': 0.3637000000000448}",30,8,-5.139205631579135,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
2122,False,"{'a': 0.007, 'e': 0.3634000000000448}",30,1,-16.778121642635867,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 0}",1
2123,False,"{'a': 0.007, 'e': 0.3631000000000448}",20,8,-3.2118639880664928,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
2124,False,"{'a': 0.007, 'e': 0.36280000000004475}",25,17,-48.60366637270928,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 1}",1
2125,False,"{'a': 0.007, 'e': 0.36250000000004473}",20,0,-19.104957387105646,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
2126,False,"{'a': 0.007, 'e': 0.3622000000000447}",30,15,4.199822596513117,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
2127,False,"{'a': 0.007, 'e': 0.3619000000000447}",20,14,-5.61039617864489,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
2128,False,"{'a': 0.007, 'e': 0.36160000000004466}",25,11,-18.231515366913424,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
2129,False,"{'a': 0.007, 'e': 0.36130000000004464}",25,19,-2.328619234960644,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
2130,False,"{'a': 0.007, 'e': 0.3610000000000446}",30,0,-36.41176489797577,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
2131,False,"{'a': 0.007, 'e': 0.3607000000000446}",25,15,3.562102282433828,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2132,False,"{'a': 0.007, 'e': 0.3604000000000446}",25,13,-5.800609049219036,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
2133,False,"{'a': 0.007, 'e': 0.36010000000004455}",30,17,19.462267599282022,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
2134,False,"{'a': 0.007, 'e': 0.35980000000004453}",20,3,29.25993374376979,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
